
162,418,1
162,418,1
167,437,1
176,436,1
179,429,1
179,426,1
190,426,1
191,441,1
183,444,1
176,450,1
176,456,1
208,445,1
208,444,1
189,452,1
191,461,1
193,469,1
202,454,1
202,451,1
218,455,1
215,459,1
206,466,1
227,474,1
241,477,1
260,485,1
275,487,1
279,490,1
288,507,1
285,508,1
271,511,1
264,498,1
264,496,1
244,490,1
228,483,1
215,483,1
212,481,1
212,498,1
245,502,1
267,512,1
287,524,1
279,522,1
287,519,1
292,514,1
293,509,1
287,495,1
291,495,1
292,495,1
289,499,1
266,501,1
261,519,1
261,519,1
254,514,1
258,511,1
261,507,1
251,507,1
225,504,1
238,517,1
238,510,1
238,508,1
232,497,1
216,492,1
239,487,1
248,486,1
258,488,1
254,482,1
252,481,1
249,478,1
196,472,1
200,485,1
217,477,1
218,474,1
218,469,1
208,460,1
206,459,1
205,450,1
198,443,1
196,440,1
197,435,1
197,433,1
198,430,1
173,414,1
173,414,1
176,405,1
167,388,1
162,387,1
155,387,1
149,386,1
140,409,1
199,447,1
200,447,1
214,506,1
519,343,1
509,324,1
509,314,1
509,284,1
373,254,2
377,254,2
372,244,2
345,246,2
328,247,2
313,252,2
306,252,2
298,254,2
314,255,2
362,249,2
389,246,2
394,249,2
405,259,2
411,265,2
414,270,2
413,291,2
416,295,2
427,286,2
420,286,2
247,281,2
249,274,2
249,271,2
262,267,2
270,260,2
343,246,2
345,246,2
345,246,2
350,243,2
354,243,2
360,243,2
328,242,2
307,250,2
453,386,2
445,404,2
416,434,2
424,424,2
430,402,2
421,396,2
422,393,2
435,367,2
436,365,2
447,363,2
379,431,2
362,436,2
357,436,2
343,447,2
352,452,2
358,453,2
